date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:55:06	3097/3097	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/damask/edit-aviary-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:07	3051/3051	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:56%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/damask/edit-info-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:07	1042/1042	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/damask/trash-9-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:07	3420/3420	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:11%20GMT	http://assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/damask/edit-info-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:09	990/990	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:10%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/damask/trash-9-light@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:09	1057/1057	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/damask/trash-9-red.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:09	1048/1048	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:07%20GMT	http://assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/damask/trash-9-red@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:10	3072/3072	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:09%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/damask/getty-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:10	3374/3374	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	http://assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/damask/getty-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:10	3010/3010	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:06%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/damask/shopping-cart-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:11	3216/3216	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/damask/shopping-cart-32-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:11	633697/633697	---M--	200	added ('OK')	image/png	etag:CIeFqvW87vYCEAE=	https://images.squarespace-cdn.com/content/v1/62408ae620da443f5254cc77/bbcfc92e-139c-4464-893e-c4892558990c/Disinformation3-optimised.png	C:/Users/DamianRuck/damian_website/images.squarespace-cdn.com/content/v1/62408ae620da443f5254cc77/bbcfc92e-139c-4464-893e-c4892558990c/Disinformation3-optimised.png	(from https://www.damianruck.com/)
10:55:11	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2030%20May%202776%2022:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/DamianRuck/damian_website/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark.22.delayed	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:11	4255530/4255530	---M--	200	added ('OK')	image/png	etag:CISRyff26/YCEAE=	https://images.squarespace-cdn.com/content/v1/62408ae620da443f5254cc77/4e43f076-939b-4190-ae5a-9fb99435303b/The-Times-2additionalmaskingwebready.png	C:/Users/DamianRuck/damian_website/images.squarespace-cdn.com/content/v1/62408ae620da443f5254cc77/4e43f076-939b-4190-ae5a-9fb99435303b/The-Times-2additionalmaskingwebready.png	(from https://www.damianruck.com/)
10:55:11	561/561	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:11	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2030%20May%202776%2022:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/DamianRuck/damian_website/static1.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:11	1672/1672	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	https://assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/icons/block-indicator-dark@2x.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:11	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2030%20May%202776%2022:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/DamianRuck/damian_website/static1.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:12	2320/2320	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:02%20GMT	https://assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/icons/opentable-icons.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:12	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2030%20May%202776%2022:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/DamianRuck/damian_website/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:12	361/361	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:03%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-dark.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:12	0/0	---M--	302	error ('Found')	text/html	date:Sun,%2030%20May%202776%2022:00:00%20GMT	https://static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/DamianRuck/damian_website/static1.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:13	3034/3034	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:04%20GMT	https://assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/icons/icon-searchqueries-20-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:13	365/365	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:28:00%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/icons/icon-video-24-light-solid.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:13	176/176	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:58%20GMT	http://assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/standard/icon_close_7_light.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:13	3058/3058	---M--	200	added ('OK')	image/png	date:Wed,%2017%20Apr%202019%2022:27:59%20GMT	http://assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	C:/Users/DamianRuck/damian_website/assets.squarespace.com/universal/images-v6/icons/icon-settings-16-light.png	(from https://static1.squarespace.com/static/versioned-site-css/62408ae620da443f5254cc77/22/5c5a519771c10ba3470d8101/62408ae620da443f5254cc91/1573/site.css)
10:55:14	15570/15570	---M--	200	added ('OK')	image/png	etag:CMvPw9nRkfcCEAE=	https://images.squarespace-cdn.com/content/v1/62408ae620da443f5254cc77/52271a2a-88dd-40c4-b358-eb40ce1dd61c/SCIENCE+LOGO.png	C:/Users/DamianRuck/damian_website/images.squarespace-cdn.com/content/v1/62408ae620da443f5254cc77/52271a2a-88dd-40c4-b358-eb40ce1dd61c/SCIENCE+LOGO.png	(from https://www.damianruck.com/work)
10:55:15	4070/4070	---M--	200	added ('OK')	image/jpeg	etag:CJuxoKbbkfcCEAE=	https://images.squarespace-cdn.com/content/v1/62408ae620da443f5254cc77/aea87597-09f0-48b7-a80d-0bc3302b2459/NHB_logo.jpeg	C:/Users/DamianRuck/damian_website/images.squarespace-cdn.com/content/v1/62408ae620da443f5254cc77/aea87597-09f0-48b7-a80d-0bc3302b2459/NHB_logo.jpg	(from https://www.damianruck.com/work)
10:55:15	12359/12359	---M--	200	added ('OK')	image/jpeg	etag:CM6OwZCC/YADEAE=	https://images.squarespace-cdn.com/content/v1/62408ae620da443f5254cc77/a193fd92-0280-4b19-ace6-1d05f989d1c2/nature+logo.jpeg	C:/Users/DamianRuck/damian_website/images.squarespace-cdn.com/content/v1/62408ae620da443f5254cc77/a193fd92-0280-4b19-ace6-1d05f989d1c2/nature+logo.jpg	(from https://www.damianruck.com/work)
10:55:15	77135/77135	---M--	200	added ('OK')	image/jpeg	etag:CIvdgNjAoPcCEAE=	https://images.squarespace-cdn.com/content/v1/62408ae620da443f5254cc77/c4efd733-9c9d-42e0-b816-290621a7e5a7/World-economic-forum-white-squarewebready.jpg	C:/Users/DamianRuck/damian_website/images.squarespace-cdn.com/content/v1/62408ae620da443f5254cc77/c4efd733-9c9d-42e0-b816-290621a7e5a7/World-economic-forum-white-squarewebready.jpg	(from https://www.damianruck.com/work)
10:55:15	105741/105741	---M--	200	added ('OK')	image/jpeg	etag:CPLWhPDaqfcCEAE=	https://images.squarespace-cdn.com/content/v1/62408ae620da443f5254cc77/4aae4037-4944-40aa-aa60-8a31455dce58/The-conversation-icon-square2.jpg	C:/Users/DamianRuck/damian_website/images.squarespace-cdn.com/content/v1/62408ae620da443f5254cc77/4aae4037-4944-40aa-aa60-8a31455dce58/The-conversation-icon-square2.jpg	(from https://www.damianruck.com/work)
10:55:16	192514/192514	---M--	200	added ('OK')	image/jpeg	etag:CMqk78naqfcCEAE=	https://images.squarespace-cdn.com/content/v1/62408ae620da443f5254cc77/a53a42f8-fb3f-4812-9daf-ec7d21b344fc/wall_street.jpeg	C:/Users/DamianRuck/damian_website/images.squarespace-cdn.com/content/v1/62408ae620da443f5254cc77/a53a42f8-fb3f-4812-9daf-ec7d21b344fc/wall_street.jpg	(from https://www.damianruck.com/work)
10:55:16	0/0	---M--	302	error ('Found')	text/html	etag:W/%22a1fd86ddcca094f994f54e4f4a11a853%22	https://www.damianruck.com/s/Damian_J__Ruck_Resume.pdf	C:/Users/DamianRuck/damian_website/www.damianruck.com/s/Damian_J__Ruck_Resume.35.delayed	(from https://www.damianruck.com/work)
